full_text,label,source,keyword
pilih jujur anies keren,positive,youtube,anies
pelan pelan anis gimik party katenye,negative,youtube,anies
lupa asam sulfat anis humanis bukti aku dunia jalan perintah status wakil bayang presiden negara sepuh tiba mangkat ayo gibran gubernur dki,neutral,youtube,anies
masyaallah anies muhaimin,neutral,youtube,anies
anis muhaimin,neutral,youtube,anies
wakil bicara anis apaansi kaya ngejatuhkan orang sadar excellent nyuruh nyuruh orang evaluasi evaluasi pakk paham situasi,positive,youtube,anies
poko ganjar prabowo anis imin presiden ancyur bahaya,negative,youtube,anies
berat punggung anies gendong saber roam,neutral,youtube,anies
andai anis mahfud,neutral,youtube,anies
cerdas pilih am1n orang cerdas katai omon omon anggur malas kerja angkat presiden mending anies pintar,positive,youtube,anies
cak imin omong miliar desa anis utang ingat tambah janji quot cak imin,neutral,youtube,anies
bingung dukung anis ganjar,negative,youtube,anies
komen pro anis buzzer survey anis,neutral,youtube,anies
alhamdulillah debat insyaallah boyong keluarga href anis anis presiden amin,positive,youtube,anies
presiden anies wakil gibran enggak sih menkopolhumkan mahfud berantas korupsi lanjut pelik mafia investasi lapang mahfud eksekusi tau jaring calon,neutral,youtube,anies
gibran langgar atur debat sesat amin menang anti korupsi kolusi nepotisme kkn sesat moga anies panjang umur sehat,positive,youtube,anies
anis pintar omong minus kerja prabowo omong sesuai kerja ganjar rasai nyapres deh wkw,positive,youtube,anies
anies pintar solutif pimpin indonesia suara rakyat bertitle profesor rkyat bertitle anggur nilai suara khawatir uang bicara coblos mafia milu lawan,positive,youtube,anies
cerdas anies ragu ragu cerdas anies sekolah,negative,youtube,anies
pokok nya anies enggak,neutral,youtube,anies
saksi mata haqqul yaqin ucap anis batas retorika belaka,neutral,youtube,anies
imo debat kasih nilai anies ganjar prabowo,positive,youtube,anies
anis sih gila pintar banget,positive,youtube,anies
anies amin,neutral,youtube,anies
anis oye,neutral,youtube,anies
mashaallah anis moga allah mudah sehat lindung moga indonesia tangan harap,positive,youtube,anies
anies baswedan calon pimpin baik bangsa,positive,youtube,anies
komennya pilih anis capek ngelike,negative,youtube,anies
anies suka ira rekam jejak bagus,positive,youtube,anies
mbak nana kenang gagas gagas anies,neutral,youtube,anies
jago omong anis kenarjanya patal ucapanya pakta,positive,youtube,anies
bilang anies omong doang praktik nol malas searching deh,negative,youtube,anies
anies ucap manis,positive,youtube,anies
nilai ganjar pranowo nilai prabowo nilai anis,neutral,youtube,anies
kalo anies memang enggak lawan eksekusi miss,neutral,youtube,anies
debat anies dominan kuasa masuk logika lihat debat debat pilih layak,positive,youtube,anies
anis pilih,neutral,youtube,anies
terima kasih papar kontekstual anis tampil sosok akademisi hormat sulawesi,neutral,youtube,anies
bebas pilih pilih anies insyaallah amanah href youtube com results search query 23amin amin,positive,youtube,anies
ganjar ngambil anis kalau korupsi miskin kata anis jauh2,negative,youtube,anies
anies mantap data bicara pakai sains polusi,neutral,youtube,anies
anies menang orang intelektual lapis masyrakat jauh prabowo unggul,positive,youtube,anies
alas logis pilih anis,negative,youtube,anies
sayang anis pandai cakap kerja noll bukti parkir air,positive,youtube,anies
anies,neutral,youtube,anies
anis bagus kata eksekusi kacau,positive,youtube,anies
tatap serius wajah body language anis bawa indonesia emas,negative,youtube,anies
peduli debat anis pintar debat kerja memempin indonesia butuh orang menang debat tindak all prabowo,positive,youtube,anies
anies lihai rangkai lihai eksekusi banjir parkir air polusi udara ktp 2020 beras bansos jamur,neutral,youtube,anies
dukung prabowo kali pindah anis,neutral,youtube,anies
anies,neutral,youtube,anies
kalau masuk putar seru kalau anis ganjar tanding,positive,youtube,anies
bicara pikir gagas daging anis presiden 2024,neutral,youtube,anies
anies baswedan presiden,neutral,youtube,anies
anis kalah pilpres sih pilpres rebut ngambil anis capres partai,neutral,youtube,anies
prabowo omong emosi bagaimana pimpin negara kalo emosi mending pilih anis soleh nya santai emosi kerja bukti nyata jakarta pegang anis maju bismillah pilih aniss presiden 2024,negative,youtube,anies
anies angkat kanjuruhan moga korban adil,positive,youtube,anies
anis debat suka serang personal kepadaa prabowo aniss profesional banget debat debat jangan sindir serang capres cawapres,negative,youtube,anies
anis cerdas banget lugas sosok presiden inj tunggu,positive,youtube,anies
pilih prabowo anies mah manis mulut ketemu orang model gin,positive,youtube,anies
2014 2019 pilih prabowo lihat hasil debat kmarin pilih kerucut anis ganjar prabowo emosional debat seru kali,positive,youtube,anies
wajar anis banyak jegal lawan bahaya cerdas,positive,youtube,anies
href https youtube com watch guz mgdwkg0 amp 9576 anjir href youtube com results search query 23anies anies kena ulti sama wowo,neutral,youtube,anies
anies cengengesan banget main kata nya oke pintar,positive,youtube,anies
pasang prabowo gibran kali kalah pilih anies cerdas,positive,youtube,anies
moga anies presiden amin pra gib pilih enggak relaa,neutral,youtube,anies
panggung anis nih pilih anis biar seru indonesia kaya kalau rombong menang kuasa terus lobi2 nya cocok jabat masuk penjara korup penjara koruptor kamar hotel,positive,youtube,anies
ngeri kali bazzer anies komen anies,neutral,youtube,anies
anis top,positive,youtube,anies
anies baik,positive,youtube,anies
moga allah swt kabul doa baik rakyat indonesia pilih pimpin akhlak mulia cerdas wibawa penting rakyat adil program2nya dunia pokok anis pilih moga presiden amanah amin amin,positive,youtube,anies
maa syaa allaah anies terima kasih cerah bagai rakyat indonesia moga anies presiden amin,positive,youtube,anies
wah buzer mas anis kali,neutral,youtube,anies
serang personal anggap jasa anis pilih,neutral,youtube,anies
anies menang amin,neutral,youtube,anies
wakanda more indonesia forever anies 2024 bungkam kritik,positive,youtube,anies
anis,neutral,youtube,anies
2019 golput prtemanan pecah gara-gara milu 2024 sekarang anis mantap,positive,youtube,anies
anis,neutral,youtube,anies
prabowo kena mental anis baswedan,neutral,youtube,anies
swing voters cnderung prabowo debat sprtinya anies memang tarik,neutral,youtube,anies
kalo bicara anies menang kalo aksi prabowo menang butuh aksi omong janji ingat anies bilang air hujan lewat gorong gorong buang laut air laut masuk tanah,positive,youtube,anies
madura anis persen,neutral,youtube,anies
bismillah anies all,neutral,youtube,anies
anies cak imin pasang capres cawapres lengkap,positive,youtube,anies
anis presiden 2024 yaallah amin,neutral,youtube,anies
gila sih anis cerdass lihat prabowo sedih jawab nya sambung moga anis presiden,negative,youtube,anies
kolom komen penuhh nama anies,positive,youtube,anies
kurang hormat timsesnya anis hadir acara najwa shihab kali cuman peran acara timses gairah bela paslo fokus penting tuntut ham oke kali reverensi jangan fokus mulu jurus silat lidah bela paslonya,positive,youtube,anies
komen anies dominasi sih aneh beliau menang 2019 part,negative,youtube,anies
prabowo tola tolee kena anis jwban ibadah,neutral,youtube,anies
anies baswedan gudang ilmu tahu terampil nya pimpin benah bangsa,neutral,youtube,anies
sosok pimpin anies baswedan alam pimpin bangsa beliau pimpin dki jakarta maju,neutral,youtube,anies
maaf istri tida ordal suap murni lulus tes guru maaf anis hoax,negative,youtube,anies
anies baswedan,neutral,youtube,anies
sungguh manis kamu anis bicara sesuai nama anis baswedan manis berbicarau kau rakyat sumatra derita rohingya jadi presiden kamu rakyat sumatra derita presiden jalar mana quot derita rakyat,positive,youtube,anies
suka anies demokrasi bahaya kritik contoh wakanda rekam jejak beliau jakarta ragu tangan polusi birokrasi prabowo lanjut program jokowi mana tuju kait tata birokrasi infrastructure prabowo gebu gebu emosi ganjar fokus stabil kendali pikir kata nya rekam jejak kritik les marah enggak orde,negative,youtube,anies
tolak lupa wowo menggusung anis gubernur diaa pret anis menang gubernur jasa ulama lurus habib rizieq syihab amp ikut dlsb,positive,youtube,anies
anies hambat kuasa anies sempat susah henti,negative,youtube,anies
ampun deh presiden nya asam urat wapres nya asam sulfat tua emosi bocil kayak bocil nya indonesia over all ganjar visi misi nya jelas nya simpel mudah paham anies realistis gemoy mbulet rumah langsung nenggak amplodipine bocil jewer bapa nya,positive,youtube,anies
ayo akal ayo nilai debat ayo akal waras indonesia indah depan nya pilih ganjar anis,positive,youtube,anies
prabowo nangkep maksud anies ditangkep cuman angin poin alat deteksi polusi,neutral,youtube,anies
golput dengar orasi visi amp misi prabowo ubah pikir beliau rang korupsi akar akar maaf anies ganjar dukung atas korupsi prioritas cerita harap,negative,youtube,anies
anis memang mantap demo turun tangan enggak ngumpet,positive,youtube,anies
aura presiden anis semogo curang pilpres,neutral,youtube,anies
anies gagah wibawa murah senyum anies gubernur jakarta bawa ubah,positive,youtube,anies
buset komen full buzzer anis,positive,youtube,anies
jujur luar ekspektasi amp tarik seru hayo amp buzzer suka nyinyir gibran suara ken tau reaksi terima denial salah buzzer amp koar2 remehin gibran ekspektasi enggak imin enggak sesuai ekspektasi asik talkshow tarik debat prof mahfud tipe anies kayak obrol akademis,positive,youtube,anies
diskusi kampus anies calon2 isi otak masing-masing cawapres gibran aman bantu,neutral,youtube,anies
enggak suka debat komentator anies emosi enggak sopan omong enggak kalah,neutral,youtube,anies
pintar anis pintar omong,positive,youtube,anies
pilih urut nomer anis baswedan muhaimin iskandar pimpin adil jujur amanah anis baswedan jalan like moga allah meridhoi amin,neutral,youtube,anies
ganjar anies prabowo tarik prabowo sikit emosi joget bagus tiga serang saling tuju,negative,youtube,anies
lihat jejak digital anies pas nyalon gubernur omong nya manis doang hasil nihil,positive,youtube,anies
anis pintar omong kayak lebih unggul debat tau kerja kalau pilih,positive,youtube,anies
kali pilpres pilih prabowo dulu lawan jokowi rasional mending dulu mending prabowo banding jokowi calon mnurut mending anies lihat sendiri deh cari gagas cari dialog sama publik sosmed pakai drama curang2 partai dibelakangnnya mending banteng paham,positive,youtube,anies
prabowo bentuk militer karakter jujur eksekusi lapang praktek cepat realistis anis akademisi piawai haldal materi teori objektif hasil nyata hilir aset jaga kelola nikmat rakyat pimpin kuat lapang,positive,youtube,anies
anis gus imin,neutral,youtube,anies
anies presiden 2024,neutral,youtube,anies
allhamdulillah anis dukung moga prabowo kalah cawapresnya benar asa segi hukum,positive,youtube,anies
anies baswedan pimpin cerdas peduli,positive,youtube,anies
debat buah sawo manis prabowo anies,positive,youtube,anies
kolom komen penuh netizen cerdas sehat orang orang bayar pilih dukung anies bagaimana segitu cerdas nya anies iya enggak pilih gila,positive,youtube,anies
komentar nya anies,neutral,youtube,anies
ribut mas anis prabowo,neutral,youtube,anies
anies presiden pilih otak cerdas,positive,youtube,anies
anies presiden,neutral,youtube,anies
anies cak imin cocok presiden,neutral,youtube,anies
anis presiden,neutral,youtube,anies
top banget deh jago anies,positive,youtube,anies
tetap anies raguin ikn diraguin omong gin jadi basic dosen susah kalo teori public speaking kalo prabowo tantrum jarang ganjar cari aman ragu visi misi nya jadi lihat rekam jejak calon,positive,youtube,anies
orang cerdas pilih anies baswedan,positive,youtube,anies
mas anies mng top bukan klng2,positive,youtube,anies
anies,neutral,youtube,anies
dukung pragib debat pilpers mohon maaf butuh pimpin seprti anies cerdas berintregitas,negative,youtube,anies
href https youtube com watch guz mgdwkg0 amp 9576 anjir href youtube com results search query 23anies anies kena ulti sama wowo,neutral,youtube,anies
ijin review hasil debat anies sedia payung hujan prabowo sedia payung ujan ujan ganjar hujan basah kuyup payung,positive,youtube,anies
bahas anies prabowo memang ganjar enggak ikut,negative,youtube,anies
anis like,neutral,youtube,anies
buah sawo manis prabowo anies rasional banding lihat chek rekam jejak gagas pimpin negara cinta salam ubah,positive,youtube,anies
anis the best,positive,youtube,anies
anies presiden,neutral,youtube,anies
wonge anis amp muhaimin,neutral,youtube,anies
bpk anis keren sih,positive,youtube,anies
anis pintar bicara,positive,youtube,anies
anis lihat rekam jejak habis nginguki baktis hati nyapres,neutral,youtube,anies
anis appa sih nyenggol enggak kelas banget debat nieess anis,neutral,youtube,anies
maaf anis cocok nya pimpin pakai nya bicara nya emak emak selalu salah orang,negative,youtube,anies
otok nya anis folosi slehkan kovit dasar otak nya gila jabat,negative,youtube,anies
anies jago bicara bohong juara omong kosong nol anies,positive,youtube,anies
anis pintar kritik kerja tahun gubernur kerja nol,positive,youtube,anies
anis sudut pasang nomer,neutral,youtube,anies
anis kalo omong mantap kenyataanya bukti contoh gubernur jakarta bukti,positive,youtube,anies
anies bicara hasil kosong prabowo,negative,youtube,anies
nis anis,neutral,youtube,anies
anis pandai argumen hasil nol,positive,youtube,anies
anies pintar dogeng pintar omong nyata,positive,youtube,anies
anis tong kosong nyaring bunyi deh percaya apa,neutral,youtube,anies
indonesia butuh pimpin cerdas anis,positive,youtube,anies
anis pandai kali bicara diabetes dengar mati rakyak indonesia kena janji manis anis tau anis pegang jakarta bagaimana buang buang dana enggak patung bambu enggak href uckszu2wh9gy1mb0dv 11ujg ksify6lzfolm6akanydqag,positive,youtube,anies
but anis hukumah ana woge gacoh,neutral,youtube,anies
anis bicara manis doang gaya pandai mengkai rayu rakyat anis nol,positive,youtube,anies
iya iya prabowo mantan tni tentara brkata belio berani memprtarukan jiwa bangsa negara anis apa tau adil quot ubah quot sja enggak ada gagas indonesia maju beda tenang ganjar,neutral,youtube,anies
indonesian pipin anis ajor rakyat,neutral,youtube,anies
turut capres bagus cocok prabowo ganjar pranowo anies baswedan tau aktifitas nya cuman jakarta,positive,youtube,anies
debat kali anies mpv bicara sesuai fakta data cie suka serang kena serang ngamuk cawapresnya kena tegur kpu bocah ingus hasil orang,neutral,youtube,anies
anis cerdas bijaksana,positive,youtube,anies
jakata mulu anis jawa kayak,neutral,youtube,anies
pintar omong anis,positive,youtube,anies
hormat bukti anis,neutral,youtube,anies
mas anis pintar omong laksana sesuai,negative,youtube,anies
anis cendrung hujat perintah kalo pilih lanjut program,neutral,youtube,anies
maaf misi nya anis cermin orang pimpin ngritik perintah,negative,youtube,anies
anies keren prabowo kicep ganjar normatif,positive,youtube,anies
anis lengkap sdar anis kau kpla keluarga,positive,youtube,anies
part visi misi adu gagas anis layak unggul,positive,youtube,anies
anis omong keren,positive,youtube,anies
mulute anis kbnyakan oli,neutral,youtube,anies
dengar anies omong asa dengar kultum kalo buka puasa,positive,youtube,anies
manis janji quot ganjar visi misi nya bagus sih sosialisasi ganjar pilih janji anis insya allah sosialisasi,positive,youtube,anies
anis memang sanagat lantang sekalilagih 2024 anis menang,positive,youtube,anies
indonesia butuh orang pintar pimpin nya jujur anies pintar jujur lihat kerja dki dulu dukung prabowo semenjak prabowo pilih gibran jadi wakil kecewa alam politik minim,neutral,youtube,anies
anis suja jaku ngomingin gratis bohong,positive,youtube,anies
anis modal politik resiko uang abur2 kompye baleho kalau meng untung,neutral,youtube,anies
sip mas anis,neutral,youtube,anies
masyarakat indonesia buka mata buka hati allah anies baswedan muhaimin iskandar baik allah,positive,youtube,anies
anis,neutral,youtube,anies
anies,neutral,youtube,anies
mantap anis,positive,youtube,anies
pilih prabowo sekarang enggak deh abah anies,neutral,youtube,anies
anis layak porsiden,positive,youtube,anies
ganjar anis pintar bicara indonesia butuh president langsung joos kerja kerja kerja,positive,youtube,anies
dukung prabowo anis,neutral,youtube,anies
anis mah jago stantment bicara mah tetap prabowo,positive,youtube,anies
anies president,neutral,youtube,anies
anis,neutral,youtube,anies
banyak cakap anis,neutral,youtube,anies
anis cocok menteri didik deh,neutral,youtube,anies
all anies,neutral,youtube,anies
anis yohanes nama babtis negara,neutral,youtube,anies
kluargaku pilih anis,neutral,youtube,anies
pilih amin anies muhaimin,neutral,youtube,anies
anies ganjar andai susun kat2 indonesia enggak butuh kata indonesia butuh sanggup ayom rakyat buka lapang kerja indonesia pimpin pilih prabowo,positive,youtube,anies
coba lihat reaksi anies href https youtube com watch zb0rvkac2kw amp 3721,neutral,youtube,anies
anis jawabanya enggak,neutral,youtube,anies
anies runtas program kerja bismillah amin,neutral,youtube,anies
bcra nya lmbut banget anies pernah pakai emosi,positive,youtube,anies
omong gedevlu anis,neutral,youtube,anies
kayak anis cocok jadi dosen acara,neutral,youtube,anies
anis pintar bicara fakta,positive,youtube,anies
prabowo bura bingung bingung bingung kiai2 culik buang laut allah kejam manusia iya pilih prabowo debat negara nglenong bahaya teh pilih ganjar takut boneka gelung anis alnya jujur glagatnya benci banget salah koruptor,negative,youtube,anies
tau pilih brabowo benar etika emosi santai beda anis sabar santai emosi patut pimpin rakyat indonesia,neutral,youtube,anies
orang munafik pilih mas anis,neutral,youtube,anies
orang langgar hukum anis baswedan korup,neutral,youtube,anies
orang langgar hukum anis baswedan korup,neutral,youtube,anies
anis peabowo sih calon nya,neutral,youtube,anies
mantap anis,positive,youtube,anies
bagaimana slesai nya anis sdgkn bnjir nya waktu anis gubernor enggak atas cepat basuki atas nya waktu ikut map jakarta alami tengelam map bagaimana rakyat jakarta sedih sekali bukan map tanggap cepat bagaimana saudara2 tanggal jakarta tlg anis,negative,youtube,anies
anis mah hahaha lucu kamini mah orang jakarta,positive,youtube,anies
anis,neutral,youtube,anies
anis cocok kepala desa,positive,youtube,anies
anis yes,neutral,youtube,anies
anis ngucap salam salah,negative,youtube,anies
ubah semua bobrok perintah pilih anies baswedan terus perintah sekarang buruk pilih capres nya asal partai kuasa silah pilih,negative,youtube,anies
mbak anis sruh turun langsung papua dong biar tau suasana biar kayak prabowo,negative,youtube,anies
mas anis kepala botak,neutral,youtube,anies
debat capres komentar bukti gagas anies bantah capres dukung panas dingin panik kualitas anies layak pilih baik amin,positive,youtube,anies
anis mantap,positive,youtube,anies
anis pintar banget bayang bagaimana indonesia pimpin orang pintar beliau yuk yuk semangaat pantang serau,positive,youtube,anies
anies bicara hukum vima bicara doa enggak malu majfuf,neutral,youtube,anies
prbowo simak amarah sambung maksud angin anies maksud polusi bukam jakarta tetangga tiup jakarta erti,negative,youtube,anies
apa anis pas edan bawak bawak angin hahaha anis pas edan hu,negative,youtube,anies
anis pandai rangkai lihat pimpin jakarta kabar stadion jis proyek jalan ahok lanjut,positive,youtube,anies
anis kayak baca puisi pintar rangka,positive,youtube,anies
anies munafik menang,positive,youtube,anies
separatis ajak dialog pisah timor2 ganjar anis sanggup tangan konflik papua ujung2nya papua lepas dialog senjetanya separstis juang pisah dialog terang2an loh,positive,youtube,anies
kalau bicara amp gagas 200 anis masyarakat dki prnah pimpin anis kalau anis pimpin kasih tau dki dal pilihanya capres,neutral,youtube,anies
anies baswedan pintar omong bukti pimpin kota jakarta anies baswedan banyak bahas teori praktek,positive,youtube,anies
anis ulti habis quot,neutral,youtube,anies
anies omong vicky prasetyo canggih bahasa bingung arti angin ktp bla bla anies omong prabowo orang lapang ganjar pintar omong,positive,youtube,anies
penting fikiran pandai bersih hati lillahi taala inshaallah pilih anis anis baik baik calon,positive,youtube,anies
anis,neutral,youtube,anies
anis omong persis kayak calon dki1 dki omong enggak seauai omong takut coba,positive,youtube,anies
anis nomer,neutral,youtube,anies
anis baik insha allah,positive,youtube,anies
anis bom tau demo sok sok banget,negative,youtube,anies
anis pintar omong belunder,positive,youtube,anies
anies baswedan pimpin cerdas,positive,youtube,anies
prabowo anies bingung,negative,youtube,anies
anis best salam kalimantan,positive,youtube,anies
anis masuk akal kata2x calon lainx mexembuxikan emosix,negative,youtube,anies
tuju anies,neutral,youtube,anies
pandai kali anis bicara jakarta kabar sungai jaman ahok bersih sekarang keruh kabar flyover indah sekarang awat kabar duh duh deh bicara mending tindak nyata masyarakat kerja nyata pimpin quot tong kosong nyaring bunyi quot enggak moga indonesia pimpin enggak bicara,positive,youtube,anies
tes anies,neutral,youtube,anies
anies baswedan manusia pilih zaman moderen,positive,youtube,anies
inti anis tuju ibokota negara pindah kalimat orang dayak dengar masuk jangan pil anis,neutral,youtube,anies
bismillah anies,neutral,youtube,anies
butuh product anies baswedan product ikut hasil penghianat rakyat,neutral,youtube,anies
anis tukang ngibul,neutral,youtube,anies
pilih anies deh,neutral,youtube,anies
alhamdulillah anies moga lindung allah swt semangat anies andal salam sul sel,neutral,youtube,anies
anis,neutral,youtube,anies
dukung anies kaum intoleran fakta 2017 ayat mayat pilih anies sokarkan,neutral,youtube,anies
anis wajamu trllu pandai kata kata2mu manis jkrtaa pempinanmu jadi anis brikan jkrtaa tahun2,positive,youtube,anies
jelas anis provokasi masalalu bicara prabowo berani kalah kata ganjar halus nyelekit pintar omong,negative,youtube,anies
hasil debat nilai anies prabowo ganjar,neutral,youtube,anies
gas anis,neutral,youtube,anies
kualitas anies cerdas bijak,positive,youtube,anies
ubah pulih bro anis cakimin,neutral,youtube,anies
alhamdulillah visi misi hebat anies prabowo ganjar putra bangsa baik dukung ganjar mahfud insyaallah menang,positive,youtube,anies
prabowo percaya beliau ketua partei sendiri anis ganjar tugas partai mas ketua prabowo gibran ketua partei menerut meruba bangsa lebi anis ganjar mas dengar perintah ketua partei bravo prabowo gibran,neutral,youtube,anies
maju terus prabowo anis jago berdialoh wujud jago dialohnya,positive,youtube,anies
anies mulut manis sekali,positive,youtube,anies
anis,neutral,youtube,anies
debat anis ahok,neutral,youtube,anies
enggak paham anies prbowo apbd dbisa atas polusi udara anies jakarta alat ukur suhu dara cek udara kadang bersih terkadang polusi polusi hilang bantu angin salah angin salah tanggep wowo nih wkwkwk anies jelasin demokrasi kritik perintah kritik partai eeh wowo marah quot jls wkwkwk,negative,youtube,anies
anis yes,neutral,youtube,anies
bohong anies,neutral,youtube,anies
orang jakarta komen bagaimana kerja anies penasaran,negative,youtube,anies
asa anis mengkianati prabowo,neutral,youtube,anies
debat pandang pribadi anies bicara pintar gagas masuk akal kadang rada muter2 prabowo emosi kontrol kadang oot ganjar tenang bicara,positive,youtube,anies
ganjar pranowo bicara riil anies condong negatif,negative,youtube,anies
anis,neutral,youtube,anies
anis pilih rakyat,neutral,youtube,anies
anies baswedan the best for indonesia,positive,youtube,anies
anis substantif high level gaya bahasa bukti intelektualitas tonton pade erti faham enggak pesan pilih amin titik,positive,youtube,anies
cerdas anies,positive,youtube,anies
prabowo anies sih,neutral,youtube,anies
kayak kalau ganjar menang ajak prabowo tri kalau prabowo ajak ganjar tri anies enggak ajak,neutral,youtube,anies
bismillah dukung anies nilai beliau smart,positive,youtube,anies
harusnnya fokus visi misi anies fokus sudut kanidat capres tata bicara bagus tanggap ganyambung bagus lihat wibawa,positive,youtube,anies
bismillah anis presiden,neutral,youtube,anies
anies tugas partai ganjar tugas partai,neutral,youtube,anies
anis baik,positive,youtube,anies
anis bilang selesai tinggal tinggal jakarta okoc enggak jalan nol persen enggak jalan sodet ciliwung enggak jadi2 gudang tuntas jabat gubernur omong pikir ngasal,positive,youtube,anies
anis gabagetu prabowo prsidenku,neutral,youtube,anies
anis gaya bicara gaya bahasa atur,neutral,youtube,anies
bpk anies baswedan the best,positive,youtube,anies
prabowo anis,neutral,youtube,anies
capres hebat debat putar anies capres kadang emosional,positive,youtube,anies
anis maju pantang mundur,neutral,youtube,anies
masyaalloh anies bangga indonesia pimpin anies,positive,youtube,anies
pilih amin anies muhaimin,neutral,youtube,anies
prabowo sensi anies prabowo negarawan bapa bapa ngaurnya,neutral,youtube,anies
anies super kaleng kaleng enggak sambung,positive,youtube,anies
pilih prabowo suka prabowo lihat wakil nya mending lihat ahy wakil prabowo pilih anis maaf prabowo idola pilih anis tahun 2024,neutral,youtube,anies
insyaallah anis menang nya,positive,youtube,anies
anies quot skak macth prabowo duka,negative,youtube,anies
anis pokok anies,neutral,youtube,anies
aku kalo segi berkata2 anis nagonya,neutral,youtube,anies
anis pandai omong lihat pilkada dki omong cantik kerja nol,positive,youtube,anies
pilih anies,neutral,youtube,anies
the best anis namber one,positive,youtube,anies
visi misi anis mantap,positive,youtube,anies
anies,neutral,youtube,anies
anies debat lumayan solusi serius kata putar putar mas ganjar serius,positive,youtube,anies
memang apik tata mas anies,neutral,youtube,anies
anis menang telak debat,neutral,youtube,anies
anies amp muhaimim are the best for amp,positive,youtube,anies
love you anis tegass kali,positive,youtube,anies
prabowo anies meleset kena serang sakit kena ulu hati,negative,youtube,anies
anies baik bukti jebak emosi pancing arah sifat pribadi anies tenang andal logika cerdas tawar solusi masalah negara jebak emosi serang pribadi gambar mampu pikir serakah ambisi kendali maniac kuasa layak pimpin bukti rekam jejak ekspresi sinar wajah penuh kotor kelici pikir jauh oknum giur materi pimpin oknum transformasi kuasa absolut tirani kejam harta amp uang atur hukum negara hukum hilang ganti atur topang kuasa basmi halang,positive,youtube,anies
anis mantaap,neutral,youtube,anies
anis visi misi hebat,positive,youtube,anies
anis mis pintrya yla bagaimana kalo pimpin bsaya gbbral jjnji,neutral,youtube,anies
prabowo singgung anies bab ordal etika langsung emosi gibran,neutral,youtube,anies
senak prabowo gampang omong anis bicara gambang nglaksanain susah,negative,youtube,anies
kalau debat anies ahli licin omong nya pimpin jakarta nol,neutral,youtube,anies
anies mulut manis janjinyan palsu,negative,youtube,anies
alhadulillah anis,neutral,youtube,anies
anies the best,positive,youtube,anies
perya sama omong anis seman apa jakarta jadi ajar jangan indonesia jadi main anis negara brow jakarta jakarta jadi main anis,negative,youtube,anies
omong anis bangun terus hukum terus baca negara giring negara kilafa sentil ekonomi paya,positive,youtube,anies
mgember tata pepes kosong merjanya nonsen lihat rekam jejak dki jakarta rumah oke oce sumur resap puskesmas jakarta bangun mantan gubernur anis baswedan fakta,negative,youtube,anies
anis baswedan maaf pilih serah komen enggak goyah pilih maaf,negative,youtube,anies
anies the best,positive,youtube,anies
omdog anis sulit ibadat,negative,youtube,anies
fix pilih anis yakin yakin,positive,youtube,anies
menit href https youtube com watch zb0rvkac2kw amp 1800 anies coba anies ubah ubah hapus layan adu masyarakat balai kota loogh menit href https youtube com watch zb0rvkac2kw amp 2160 rubah hapus adu balaikota kunci akses buka kwantitasnya selesai area grassroot silah recek real lugh rekam jejak kok,neutral,youtube,anies
bacot anis bikin ngenes,neutral,youtube,anies
anis pintar nyocotnya krjanya jblog,positive,youtube,anies
anis tolak ikn pikir bagus tahan jakarta sampah bantergebang tumpuk tunggu pulusi cemar udara buruk,positive,youtube,anies
mantap anis putar,positive,youtube,anies
anis baik debat capres,positive,youtube,anies
anis baik,positive,youtube,anies
sambung anies,neutral,youtube,anies
anis jos,neutral,youtube,anies
telak sih anies baswedan kuasa panggung klue rakyat indonesia lihat rekam jejak nya bersih banyak korup nya aplgi usaha lihat jabat harta nya tambah,positive,youtube,anies
simak nya prabowo sinis benar jutek benar anis,negative,youtube,anies
anies bikin sana,neutral,youtube,anies
jiji banget anis deh haha gedek orang omong manis ujung pahit,positive,youtube,anies
anies pintar rangkai,positive,youtube,anies
tenang anies tuh tumbang,positive,youtube,anies
moga allah meridhai anis,neutral,youtube,anies
anis jadi tri becus banyak teori doang praktek,neutral,youtube,anies
anis ora pantas blas,neutral,youtube,anies
pintar omong ganjar anis,positive,youtube,anies
anis cocok dosen,neutral,youtube,anies
debat anis bagus debat maju pilih prabowo,neutral,youtube,anies
semangat anis dukung kamu,neutral,youtube,anies
gus miftah ketawa nya tuju ketawa anies omong,neutral,youtube,anies
enggak sambung anis prabowo bahas anis jwab,neutral,youtube,anies
anis pintar rangkai,positive,youtube,anies
butuh pimpin mario teguh enak dengar sulit implementasi rakyat suka pilih anies,positive,youtube,anies
anis prabowo silah banteng kuasa,neutral,youtube,anies
capres menjajikan makmur rakyat visi misi anies tenang lugas prabowo penuh semangat rap api ganjar senyum tenang semangat capres capres,positive,youtube,anies
anis lulus amerika basic disiplin ilmu filsapat barat wajar kalau bikin gedek banyak orang timbul banyak selisih jago debat basic nya filsapat barat negara banyak timbul selisih akibat filsafat barat indonesia bahaya pimpin seseorg latar filsapat barat aplg karakter orang sebal,positive,youtube,anies
probowo orang emotional tahan amarah kesehata beliau orang kontrol emosinyaa akibat seeangan jantung settruk anis apa beliau jatuh prabowo beliau bela prabowo isu sebar milu rahun mengatakann adanyaa curang prabowo menang prabowo emosi hadeh2 ambyar indonesia pimping orang emosi,negative,youtube,anies
anies kes serang salah perintah anies lupa rakyat indonesia puas kerja perintah,neutral,youtube,anies
